Datum_formiranja;Datum_Primene;Vazi_za;Srednji_kurs
 31.12.2015.; 31.12.2015.;1; 121,6261
 31.12.2015.; 01.01.2016.;1; 121,6261
 31.12.2015.; 02.01.2016.;1; 121,6261
 31.12.2015.; 03.01.2016.;1; 121,6261
 04.01.2016.; 04.01.2016.;1; 121,5145
 05.01.2016.; 05.01.2016.;1; 122,0782
 06.01.2016.; 06.01.2016.;1; 122,0677
 06.01.2016.; 07.01.2016.;1; 122,0677
 08.01.2016.; 08.01.2016.;1; 121,8943
 08.01.2016.; 09.01.2016.;1; 121,8943
 08.01.2016.; 10.01.2016.;1; 121,8943
 11.01.2016.; 11.01.2016.;1; 122,0122
 12.01.2016.; 12.01.2016.;1; 122,1355
 13.01.2016.; 13.01.2016.;1; 122,2405
 14.01.2016.; 14.01.2016.;1; 122,2957
 15.01.2016.; 15.01.2016.;1; 122,5668
 15.01.2016.; 16.01.2016.;1; 122,5668
 15.01.2016.; 17.01.2016.;1; 122,5668
 18.01.2016.; 18.01.2016.;1; 122,8257
 19.01.2016.; 19.01.2016.;1; 122,9241
 20.01.2016.; 20.01.2016.;1; 122,8294
 21.01.2016.; 21.01.2016.;1; 122,7753
 22.01.2016.; 22.01.2016.;1; 122,7941
 22.01.2016.; 23.01.2016.;1; 122,7941
 22.01.2016.; 24.01.2016.;1; 122,7941
 25.01.2016.; 25.01.2016.;1; 122,8566
 26.01.2016.; 26.01.2016.;1; 123,0045
 27.01.2016.; 27.01.2016.;1; 123,0631
 28.01.2016.; 28.01.2016.;1; 123,2330
 29.01.2016.; 29.01.2016.;1; 123,2485
 29.01.2016.; 30.01.2016.;1; 123,2485
 29.01.2016.; 31.01.2016.;1; 123,2485
 01.02.2016.; 01.02.2016.;1; 122,9333
 02.02.2016.; 02.02.2016.;1; 122,8282
 03.02.2016.; 03.02.2016.;1; 122,5044
 04.02.2016.; 04.02.2016.;1; 122,6402
 05.02.2016.; 05.02.2016.;1; 122,5524
 05.02.2016.; 06.02.2016.;1; 122,5524
 05.02.2016.; 07.02.2016.;1; 122,5524
 08.02.2016.; 08.02.2016.;1; 122,4360
 09.02.2016.; 09.02.2016.;1; 122,3263
 10.02.2016.; 10.02.2016.;1; 122,4168
 11.02.2016.; 11.02.2016.;1; 122,6998
 12.02.2016.; 12.02.2016.;1; 122,8420
 12.02.2016.; 13.02.2016.;1; 122,8420
 12.02.2016.; 14.02.2016.;1; 122,8420
 12.02.2016.; 15.02.2016.;1; 122,8420
 12.02.2016.; 16.02.2016.;1; 122,8420
 17.02.2016.; 17.02.2016.;1; 122,8065
 18.02.2016.; 18.02.2016.;1; 122,7118
 19.02.2016.; 19.02.2016.;1; 122,7835
 19.02.2016.; 20.02.2016.;1; 122,7835
 19.02.2016.; 21.02.2016.;1; 122,7835
 22.02.2016.; 22.02.2016.;1; 123,1249
 23.02.2016.; 23.02.2016.;1; 123,2456
 24.02.2016.; 24.02.2016.;1; 123,3738
 25.02.2016.; 25.02.2016.;1; 123,5329
 26.02.2016.; 26.02.2016.;1; 123,3956
 26.02.2016.; 27.02.2016.;1; 123,3956
 26.02.2016.; 28.02.2016.;1; 123,3956
 29.02.2016.; 29.02.2016.;1; 123,5004
 01.03.2016.; 01.03.2016.;1; 123,3636
 02.03.2016.; 02.03.2016.;1; 123,3781
 03.03.2016.; 03.03.2016.;1; 123,4094
 04.03.2016.; 04.03.2016.;1; 123,3526
 04.03.2016.; 05.03.2016.;1; 123,3526
 04.03.2016.; 06.03.2016.;1; 123,3526
 07.03.2016.; 07.03.2016.;1; 123,4037
 08.03.2016.; 08.03.2016.;1; 123,4257
 09.03.2016.; 09.03.2016.;1; 123,3048
 10.03.2016.; 10.03.2016.;1; 123,4066
 11.03.2016.; 11.03.2016.;1; 123,4463
 11.03.2016.; 12.03.2016.;1; 123,4463
 11.03.2016.; 13.03.2016.;1; 123,4463
 14.03.2016.; 14.03.2016.;1; 123,3980
 15.03.2016.; 15.03.2016.;1; 123,3834
 16.03.2016.; 16.03.2016.;1; 123,1639
 17.03.2016.; 17.03.2016.;1; 123,1456
 18.03.2016.; 18.03.2016.;1; 123,0018
 18.03.2016.; 19.03.2016.;1; 123,0018
 18.03.2016.; 20.03.2016.;1; 123,0018
 21.03.2016.; 21.03.2016.;1; 122,7355
 22.03.2016.; 22.03.2016.;1; 122,8144
 23.03.2016.; 23.03.2016.;1; 122,8650
 24.03.2016.; 24.03.2016.;1; 122,9228
 25.03.2016.; 25.03.2016.;1; 122,9369
 25.03.2016.; 26.03.2016.;1; 122,9369
 25.03.2016.; 27.03.2016.;1; 122,9369
 28.03.2016.; 28.03.2016.;1; 122,8815
 29.03.2016.; 29.03.2016.;1; 122,5950
 30.03.2016.; 30.03.2016.;1; 122,7785
 31.03.2016.; 31.03.2016.;1; 122,9245
 01.04.2016.; 01.04.2016.;1; 122,7996
 01.04.2016.; 02.04.2016.;1; 122,7996
 01.04.2016.; 03.04.2016.;1; 122,7996
 04.04.2016.; 04.04.2016.;1; 122,7899
 05.04.2016.; 05.04.2016.;1; 122,6569
 06.04.2016.; 06.04.2016.;1; 122,6425
 07.04.2016.; 07.04.2016.;1; 122,6707
 08.04.2016.; 08.04.2016.;1; 122,7890
 08.04.2016.; 09.04.2016.;1; 122,7890
 08.04.2016.; 10.04.2016.;1; 122,7890
 11.04.2016.; 11.04.2016.;1; 122,7555
 12.04.2016.; 12.04.2016.;1; 122,8218
 13.04.2016.; 13.04.2016.;1; 122,8584
 14.04.2016.; 14.04.2016.;1; 122,9538
 15.04.2016.; 15.04.2016.;1; 122,8857
 15.04.2016.; 16.04.2016.;1; 122,8857
 15.04.2016.; 17.04.2016.;1; 122,8857
 18.04.2016.; 18.04.2016.;1; 122,9280
 19.04.2016.; 19.04.2016.;1; 122,8836
 20.04.2016.; 20.04.2016.;1; 122,9064
 21.04.2016.; 21.04.2016.;1; 122,8744
 22.04.2016.; 22.04.2016.;1; 122,8621
 22.04.2016.; 23.04.2016.;1; 122,8621
 22.04.2016.; 24.04.2016.;1; 122,8621
 25.04.2016.; 25.04.2016.;1; 122,9090
 26.04.2016.; 26.04.2016.;1; 122,8273
 27.04.2016.; 27.04.2016.;1; 122,7260
 28.04.2016.; 28.04.2016.;1; 122,6193
 28.04.2016.; 29.04.2016.;1; 122,6193
 28.04.2016.; 30.04.2016.;1; 122,6193
 28.04.2016.; 01.05.2016.;1; 122,6193
 28.04.2016.; 02.05.2016.;1; 122,6193
 28.04.2016.; 03.05.2016.;1; 122,6193
 04.05.2016.; 04.05.2016.;1; 122,5815
 05.05.2016.; 05.05.2016.;1; 122,7087
 06.05.2016.; 06.05.2016.;1; 122,8154
 06.05.2016.; 07.05.2016.;1; 122,8154
 06.05.2016.; 08.05.2016.;1; 122,8154
 09.05.2016.; 09.05.2016.;1; 122,8167
 10.05.2016.; 10.05.2016.;1; 122,8514
 11.05.2016.; 11.05.2016.;1; 122,7833
 12.05.2016.; 12.05.2016.;1; 122,8346
 13.05.2016.; 13.05.2016.;1; 122,7161
 13.05.2016.; 14.05.2016.;1; 122,7161
 13.05.2016.; 15.05.2016.;1; 122,7161
 16.05.2016.; 16.05.2016.;1; 122,6930
 17.05.2016.; 17.05.2016.;1; 122,6468
 18.05.2016.; 18.05.2016.;1; 122,6403
 19.05.2016.; 19.05.2016.;1; 122,6900
 20.05.2016.; 20.05.2016.;1; 122,6714
 20.05.2016.; 21.05.2016.;1; 122,6714
 20.05.2016.; 22.05.2016.;1; 122,6714
 23.05.2016.; 23.05.2016.;1; 122,6305
 24.05.2016.; 24.05.2016.;1; 122,7650
 25.05.2016.; 25.05.2016.;1; 122,9087
 26.05.2016.; 26.05.2016.;1; 123,0261
 27.05.2016.; 27.05.2016.;1; 123,2692
 27.05.2016.; 28.05.2016.;1; 123,2692
 27.05.2016.; 29.05.2016.;1; 123,2692
 30.05.2016.; 30.05.2016.;1; 123,3399
 31.05.2016.; 31.05.2016.;1; 123,1015
 01.06.2016.; 01.06.2016.;1; 122,9607
 02.06.2016.; 02.06.2016.;1; 123,0164
 03.06.2016.; 03.06.2016.;1; 123,1147
 03.06.2016.; 04.06.2016.;1; 123,1147
 03.06.2016.; 05.06.2016.;1; 123,1147
 06.06.2016.; 06.06.2016.;1; 123,2740
 07.06.2016.; 07.06.2016.;1; 123,3511
 08.06.2016.; 08.06.2016.;1; 123,3947
 09.06.2016.; 09.06.2016.;1; 123,4465
 10.06.2016.; 10.06.2016.;1; 123,4429
 10.06.2016.; 11.06.2016.;1; 123,4429
 10.06.2016.; 12.06.2016.;1; 123,4429
 13.06.2016.; 13.06.2016.;1; 123,2551
 14.06.2016.; 14.06.2016.;1; 123,3710
 15.06.2016.; 15.06.2016.;1; 123,4040
 16.06.2016.; 16.06.2016.;1; 123,3833
 17.06.2016.; 17.06.2016.;1; 123,2617
 17.06.2016.; 18.06.2016.;1; 123,2617
 17.06.2016.; 19.06.2016.;1; 123,2617
 20.06.2016.; 20.06.2016.;1; 123,1911
 21.06.2016.; 21.06.2016.;1; 123,3254
 22.06.2016.; 22.06.2016.;1; 123,5396
 23.06.2016.; 23.06.2016.;1; 123,6613
 24.06.2016.; 24.06.2016.;1; 123,7873
 24.06.2016.; 25.06.2016.;1; 123,7873
 24.06.2016.; 26.06.2016.;1; 123,7873
 27.06.2016.; 27.06.2016.;1; 123,9531
 28.06.2016.; 28.06.2016.;1; 123,7963
 29.06.2016.; 29.06.2016.;1; 123,5585
 30.06.2016.; 30.06.2016.;1; 123,3115
 01.07.2016.; 01.07.2016.;1; 123,2832
 01.07.2016.; 02.07.2016.;1; 123,2832
 01.07.2016.; 03.07.2016.;1; 123,2832
 04.07.2016.; 04.07.2016.;1; 123,3727
 05.07.2016.; 05.07.2016.;1; 123,2368
 06.07.2016.; 06.07.2016.;1; 123,3207
 07.07.2016.; 07.07.2016.;1; 123,4814
 08.07.2016.; 08.07.2016.;1; 123,5127
 08.07.2016.; 09.07.2016.;1; 123,5127
 08.07.2016.; 10.07.2016.;1; 123,5127
 11.07.2016.; 11.07.2016.;1; 123,3418
 12.07.2016.; 12.07.2016.;1; 123,2869
 13.07.2016.; 13.07.2016.;1; 123,3362
 14.07.2016.; 14.07.2016.;1; 123,3143
 15.07.2016.; 15.07.2016.;1; 123,2948
 15.07.2016.; 16.07.2016.;1; 123,2948
 15.07.2016.; 17.07.2016.;1; 123,2948
 18.07.2016.; 18.07.2016.;1; 123,2629
 19.07.2016.; 19.07.2016.;1; 123,1904
 20.07.2016.; 20.07.2016.;1; 123,2477
 21.07.2016.; 21.07.2016.;1; 123,3327
 22.07.2016.; 22.07.2016.;1; 123,5078
 22.07.2016.; 23.07.2016.;1; 123,5078
 22.07.2016.; 24.07.2016.;1; 123,5078
 25.07.2016.; 25.07.2016.;1; 123,5092
 26.07.2016.; 26.07.2016.;1; 123,4497
 27.07.2016.; 27.07.2016.;1; 123,3785
 28.07.2016.; 28.07.2016.;1; 123,4010
 29.07.2016.; 29.07.2016.;1; 123,2647
 29.07.2016.; 30.07.2016.;1; 123,2647
 29.07.2016.; 31.07.2016.;1; 123,2647
 01.08.2016.; 01.08.2016.;1; 123,2419
 02.08.2016.; 02.08.2016.;1; 123,3052
 03.08.2016.; 03.08.2016.;1; 123,3125
 04.08.2016.; 04.08.2016.;1; 123,3115
 05.08.2016.; 05.08.2016.;1; 123,2944
 05.08.2016.; 06.08.2016.;1; 123,2944
 05.08.2016.; 07.08.2016.;1; 123,2944
 08.08.2016.; 08.08.2016.;1; 123,2790
 09.08.2016.; 09.08.2016.;1; 123,2841
 10.08.2016.; 10.08.2016.;1; 123,2915
 11.08.2016.; 11.08.2016.;1; 123,2770
 12.08.2016.; 12.08.2016.;1; 123,3201
 12.08.2016.; 13.08.2016.;1; 123,3201
 12.08.2016.; 14.08.2016.;1; 123,3201
 15.08.2016.; 15.08.2016.;1; 123,2716
 16.08.2016.; 16.08.2016.;1; 123,1619
 17.08.2016.; 17.08.2016.;1; 123,2165
 18.08.2016.; 18.08.2016.;1; 123,2741
 19.08.2016.; 19.08.2016.;1; 123,3885
 19.08.2016.; 20.08.2016.;1; 123,3885
 19.08.2016.; 21.08.2016.;1; 123,3885
 22.08.2016.; 22.08.2016.;1; 123,3648
 23.08.2016.; 23.08.2016.;1; 123,4111
 24.08.2016.; 24.08.2016.;1; 123,4071
 25.08.2016.; 25.08.2016.;1; 123,3773
 26.08.2016.; 26.08.2016.;1; 123,3789
 26.08.2016.; 27.08.2016.;1; 123,3789
 26.08.2016.; 28.08.2016.;1; 123,3789
 29.08.2016.; 29.08.2016.;1; 123,3661
 30.08.2016.; 30.08.2016.;1; 123,2900
 31.08.2016.; 31.08.2016.;1; 123,1972
 01.09.2016.; 01.09.2016.;1; 123,1498
 02.09.2016.; 02.09.2016.;1; 123,2372
 02.09.2016.; 03.09.2016.;1; 123,2372
 02.09.2016.; 04.09.2016.;1; 123,2372
 05.09.2016.; 05.09.2016.;1; 123,1760
 06.09.2016.; 06.09.2016.;1; 123,2538
 07.09.2016.; 07.09.2016.;1; 123,3165
 08.09.2016.; 08.09.2016.;1; 123,2829
 09.09.2016.; 09.09.2016.;1; 123,3234
 09.09.2016.; 10.09.2016.;1; 123,3234
 09.09.2016.; 11.09.2016.;1; 123,3234
 12.09.2016.; 12.09.2016.;1; 123,2694
 13.09.2016.; 13.09.2016.;1; 123,2787
 14.09.2016.; 14.09.2016.;1; 123,1988
 15.09.2016.; 15.09.2016.;1; 123,1655
 16.09.2016.; 16.09.2016.;1; 123,2093
 16.09.2016.; 17.09.2016.;1; 123,2093
 16.09.2016.; 18.09.2016.;1; 123,2093
 19.09.2016.; 19.09.2016.;1; 123,1873
 20.09.2016.; 20.09.2016.;1; 123,1615
 21.09.2016.; 21.09.2016.;1; 123,2023
 22.09.2016.; 22.09.2016.;1; 123,3090
 23.09.2016.; 23.09.2016.;1; 123,2684
 23.09.2016.; 24.09.2016.;1; 123,2684
 23.09.2016.; 25.09.2016.;1; 123,2684
 26.09.2016.; 26.09.2016.;1; 123,1813
 27.09.2016.; 27.09.2016.;1; 123,1719
 28.09.2016.; 28.09.2016.;1; 123,1891
 29.09.2016.; 29.09.2016.;1; 123,2618
 30.09.2016.; 30.09.2016.;1; 123,2929
 30.09.2016.; 01.10.2016.;1; 123,2929
 30.09.2016.; 02.10.2016.;1; 123,2929
 03.10.2016.; 03.10.2016.;1; 123,2139
 04.10.2016.; 04.10.2016.;1; 123,1804
 05.10.2016.; 05.10.2016.;1; 123,1269
 06.10.2016.; 06.10.2016.;1; 123,1593
 07.10.2016.; 07.10.2016.;1; 123,1851
 07.10.2016.; 08.10.2016.;1; 123,1851
 07.10.2016.; 09.10.2016.;1; 123,1851
 10.10.2016.; 10.10.2016.;1; 123,2163
 11.10.2016.; 11.10.2016.;1; 123,1702
 12.10.2016.; 12.10.2016.;1; 123,1309
 13.10.2016.; 13.10.2016.;1; 123,1670
 14.10.2016.; 14.10.2016.;1; 123,1671
 14.10.2016.; 15.10.2016.;1; 123,1671
 14.10.2016.; 16.10.2016.;1; 123,1671
 17.10.2016.; 17.10.2016.;1; 123,1785
 18.10.2016.; 18.10.2016.;1; 123,1828
 19.10.2016.; 19.10.2016.;1; 123,1938
 20.10.2016.; 20.10.2016.;1; 123,1833
 21.10.2016.; 21.10.2016.;1; 123,1793
 21.10.2016.; 22.10.2016.;1; 123,1793
 21.10.2016.; 23.10.2016.;1; 123,1793
 24.10.2016.; 24.10.2016.;1; 123,1700
 25.10.2016.; 25.10.2016.;1; 123,2063
 26.10.2016.; 26.10.2016.;1; 123,2019
 27.10.2016.; 27.10.2016.;1; 123,1973
 28.10.2016.; 28.10.2016.;1; 123,1693
 28.10.2016.; 29.10.2016.;1; 123,1693
 28.10.2016.; 30.10.2016.;1; 123,1693
 31.10.2016.; 31.10.2016.;1; 123,1620
 01.11.2016.; 01.11.2016.;1; 123,0563
 02.11.2016.; 02.11.2016.;1; 123,0746
 03.11.2016.; 03.11.2016.;1; 123,0709
 04.11.2016.; 04.11.2016.;1; 123,0064
 04.11.2016.; 05.11.2016.;1; 123,0064
 04.11.2016.; 06.11.2016.;1; 123,0064
 07.11.2016.; 07.11.2016.;1; 123,0291
 08.11.2016.; 08.11.2016.;1; 123,1412
 09.11.2016.; 09.11.2016.;1; 123,0922
 10.11.2016.; 10.11.2016.;1; 123,1057
 10.11.2016.; 11.11.2016.;1; 123,1057
 10.11.2016.; 12.11.2016.;1; 123,1057
 10.11.2016.; 13.11.2016.;1; 123,1057
 14.11.2016.; 14.11.2016.;1; 123,0360
 15.11.2016.; 15.11.2016.;1; 123,1787
 16.11.2016.; 16.11.2016.;1; 123,2543
 17.11.2016.; 17.11.2016.;1; 123,2137
 18.11.2016.; 18.11.2016.;1; 123,1921
 18.11.2016.; 19.11.2016.;1; 123,1921
 18.11.2016.; 20.11.2016.;1; 123,1921
 21.11.2016.; 21.11.2016.;1; 123,2284
 22.11.2016.; 22.11.2016.;1; 123,2607
 23.11.2016.; 23.11.2016.;1; 123,4503
 24.11.2016.; 24.11.2016.;1; 123,4179
 25.11.2016.; 25.11.2016.;1; 123,4129
 25.11.2016.; 26.11.2016.;1; 123,4129
 25.11.2016.; 27.11.2016.;1; 123,4129
 28.11.2016.; 28.11.2016.;1; 123,2784
 29.11.2016.; 29.11.2016.;1; 123,2368
 30.11.2016.; 30.11.2016.;1; 123,1992
 01.12.2016.; 01.12.2016.;1; 123,1148
 02.12.2016.; 02.12.2016.;1; 123,1531
 02.12.2016.; 03.12.2016.;1; 123,1531
 02.12.2016.; 04.12.2016.;1; 123,1531
 05.12.2016.; 05.12.2016.;1; 123,1718
 06.12.2016.; 06.12.2016.;1; 123,2355
 07.12.2016.; 07.12.2016.;1; 123,2830
 08.12.2016.; 08.12.2016.;1; 123,3656
 09.12.2016.; 09.12.2016.;1; 123,4223
 09.12.2016.; 10.12.2016.;1; 123,4223
 09.12.2016.; 11.12.2016.;1; 123,4223
 12.12.2016.; 12.12.2016.;1; 123,3832
 13.12.2016.; 13.12.2016.;1; 123,5210
 14.12.2016.; 14.12.2016.;1; 123,4324
 15.12.2016.; 15.12.2016.;1; 123,5117
 16.12.2016.; 16.12.2016.;1; 123,5337
 16.12.2016.; 17.12.2016.;1; 123,5337
 16.12.2016.; 18.12.2016.;1; 123,5337
 19.12.2016.; 19.12.2016.;1; 123,5807
 20.12.2016.; 20.12.2016.;1; 123,5640
 21.12.2016.; 21.12.2016.;1; 123,5930
 22.12.2016.; 22.12.2016.;1; 123,6543
 23.12.2016.; 23.12.2016.;1; 123,6738
 23.12.2016.; 24.12.2016.;1; 123,6738
 23.12.2016.; 25.12.2016.;1; 123,6738
 26.12.2016.; 26.12.2016.;1; 123,5386
 27.12.2016.; 27.12.2016.;1; 123,4423
 28.12.2016.; 28.12.2016.;1; 123,2957
 29.12.2016.; 29.12.2016.;1; 123,2678
 30.12.2016.; 30.12.2016.;1; 123,4723
 30.12.2016.; 31.12.2016.;1; 123,4723
 30.12.2016.; 01.01.2017.;1; 123,4723
 30.12.2016.; 02.01.2017.;1; 123,4723
 30.12.2016.; 03.01.2017.;1; 123,4723
 04.01.2017.; 04.01.2017.;1; 123,4512
 05.01.2017.; 05.01.2017.;1; 123,5199
 06.01.2017.; 06.01.2017.;1; 123,6197
 06.01.2017.; 07.01.2017.;1; 123,6197
 06.01.2017.; 08.01.2017.;1; 123,6197
 09.01.2017.; 09.01.2017.;1; 123,5935
 10.01.2017.; 10.01.2017.;1; 123,6418
 11.01.2017.; 11.01.2017.;1; 123,6899
 12.01.2017.; 12.01.2017.;1; 123,7500
 13.01.2017.; 13.01.2017.;1; 123,7821
 13.01.2017.; 14.01.2017.;1; 123,7821
 13.01.2017.; 15.01.2017.;1; 123,7821
 16.01.2017.; 16.01.2017.;1; 123,7907
 17.01.2017.; 17.01.2017.;1; 123,8239
 18.01.2017.; 18.01.2017.;1; 123,8359
 19.01.2017.; 19.01.2017.;1; 123,8923
 20.01.2017.; 20.01.2017.;1; 123,9478
 20.01.2017.; 21.01.2017.;1; 123,9478
 20.01.2017.; 22.01.2017.;1; 123,9478
 23.01.2017.; 23.01.2017.;1; 123,9794
 24.01.2017.; 24.01.2017.;1; 123,9720
 25.01.2017.; 25.01.2017.;1; 123,9450
 26.01.2017.; 26.01.2017.;1; 123,9234
 27.01.2017.; 27.01.2017.;1; 123,9315
 27.01.2017.; 28.01.2017.;1; 123,9315
 27.01.2017.; 29.01.2017.;1; 123,9315
 30.01.2017.; 30.01.2017.;1; 123,9551
 31.01.2017.; 31.01.2017.;1; 123,9595
 01.02.2017.; 01.02.2017.;1; 124,0022
 02.02.2017.; 02.02.2017.;1; 124,0071
 03.02.2017.; 03.02.2017.;1; 124,0147
 03.02.2017.; 04.02.2017.;1; 124,0147
 03.02.2017.; 05.02.2017.;1; 124,0147
 06.02.2017.; 06.02.2017.;1; 123,9982
 07.02.2017.; 07.02.2017.;1; 123,9619
 08.02.2017.; 08.02.2017.;1; 123,8675
 09.02.2017.; 09.02.2017.;1; 123,8714
 10.02.2017.; 10.02.2017.;1; 123,9600
 10.02.2017.; 11.02.2017.;1; 123,9600
 10.02.2017.; 12.02.2017.;1; 123,9600
 13.02.2017.; 13.02.2017.;1; 124,0174
 14.02.2017.; 14.02.2017.;1; 123,9656
 14.02.2017.; 15.02.2017.;1; 123,9656
 14.02.2017.; 16.02.2017.;1; 123,9656
 17.02.2017.; 17.02.2017.;1; 123,9187
 17.02.2017.; 18.02.2017.;1; 123,9187
 17.02.2017.; 19.02.2017.;1; 123,9187
 20.02.2017.; 20.02.2017.;1; 123,9304
 21.02.2017.; 21.02.2017.;1; 123,8598
 22.02.2017.; 22.02.2017.;1; 123,8332
 23.02.2017.; 23.02.2017.;1; 123,9241
 24.02.2017.; 24.02.2017.;1; 123,9458
 24.02.2017.; 25.02.2017.;1; 123,9458
 24.02.2017.; 26.02.2017.;1; 123,9458
 27.02.2017.; 27.02.2017.;1; 123,9598
 28.02.2017.; 28.02.2017.;1; 123,9124
 01.03.2017.; 01.03.2017.;1; 123,8434
 02.03.2017.; 02.03.2017.;1; 123,7190
 03.03.2017.; 03.03.2017.;1; 123,6719
 03.03.2017.; 04.03.2017.;1; 123,6719
 03.03.2017.; 05.03.2017.;1; 123,6719
 06.03.2017.; 06.03.2017.;1; 123,5935
 07.03.2017.; 07.03.2017.;1; 123,7264
 08.03.2017.; 08.03.2017.;1; 123,8002
 09.03.2017.; 09.03.2017.;1; 123,8383
 10.03.2017.; 10.03.2017.;1; 123,9300
 10.03.2017.; 11.03.2017.;1; 123,9300
 10.03.2017.; 12.03.2017.;1; 123,9300
 13.03.2017.; 13.03.2017.;1; 123,8924
 14.03.2017.; 14.03.2017.;1; 123,9653
 15.03.2017.; 15.03.2017.;1; 123,9704
 16.03.2017.; 16.03.2017.;1; 123,9987
 17.03.2017.; 17.03.2017.;1; 124,0131
 17.03.2017.; 18.03.2017.;1; 124,0131
 17.03.2017.; 19.03.2017.;1; 124,0131
 20.03.2017.; 20.03.2017.;1; 124,0050
 21.03.2017.; 21.03.2017.;1; 123,9139
 22.03.2017.; 22.03.2017.;1; 123,9093
 23.03.2017.; 23.03.2017.;1; 123,9351
 24.03.2017.; 24.03.2017.;1; 123,9455
 24.03.2017.; 25.03.2017.;1; 123,9455
 24.03.2017.; 26.03.2017.;1; 123,9455
 27.03.2017.; 27.03.2017.;1; 123,9770
 28.03.2017.; 28.03.2017.;1; 123,9949
 29.03.2017.; 29.03.2017.;1; 123,9518
 30.03.2017.; 30.03.2017.;1; 123,9844
 31.03.2017.; 31.03.2017.;1; 123,9679
 31.03.2017.; 01.04.2017.;1; 123,9679
 31.03.2017.; 02.04.2017.;1; 123,9679
 03.04.2017.; 03.04.2017.;1; 123,8850
 04.04.2017.; 04.04.2017.;1; 123,8060
 05.04.2017.; 05.04.2017.;1; 123,8216
 06.04.2017.; 06.04.2017.;1; 123,8112
 07.04.2017.; 07.04.2017.;1; 123,8524
 07.04.2017.; 08.04.2017.;1; 123,8524
 07.04.2017.; 09.04.2017.;1; 123,8524
 10.04.2017.; 10.04.2017.;1; 123,9277
 11.04.2017.; 11.04.2017.;1; 123,8715
 12.04.2017.; 12.04.2017.;1; 123,8434
 13.04.2017.; 13.04.2017.;1; 123,7550
 13.04.2017.; 14.04.2017.;1; 123,7550
 13.04.2017.; 15.04.2017.;1; 123,7550
 13.04.2017.; 16.04.2017.;1; 123,7550
 13.04.2017.; 17.04.2017.;1; 123,7550
 18.04.2017.; 18.04.2017.;1; 123,6920
 19.04.2017.; 19.04.2017.;1; 123,6598
 20.04.2017.; 20.04.2017.;1; 123,6291
 21.04.2017.; 21.04.2017.;1; 123,5398
 21.04.2017.; 22.04.2017.;1; 123,5398
 21.04.2017.; 23.04.2017.;1; 123,5398
 24.04.2017.; 24.04.2017.;1; 123,4582
 25.04.2017.; 25.04.2017.;1; 123,4583
 26.04.2017.; 26.04.2017.;1; 123,4068
 27.04.2017.; 27.04.2017.;1; 123,2565
 28.04.2017.; 28.04.2017.;1; 123,1711
 28.04.2017.; 29.04.2017.;1; 123,1711
 28.04.2017.; 30.04.2017.;1; 123,1711
 28.04.2017.; 01.05.2017.;1; 123,1711
 28.04.2017.; 02.05.2017.;1; 123,1711
 03.05.2017.; 03.05.2017.;1; 123,1888
 04.05.2017.; 04.05.2017.;1; 123,2220
 05.05.2017.; 05.05.2017.;1; 123,2568
 05.05.2017.; 06.05.2017.;1; 123,2568
 05.05.2017.; 07.05.2017.;1; 123,2568
 08.05.2017.; 08.05.2017.;1; 123,1484
 09.05.2017.; 09.05.2017.;1; 123,0919
 10.05.2017.; 10.05.2017.;1; 123,1369
 11.05.2017.; 11.05.2017.;1; 123,1856
 12.05.2017.; 12.05.2017.;1; 123,1978
 12.05.2017.; 13.05.2017.;1; 123,1978
 12.05.2017.; 14.05.2017.;1; 123,1978
 15.05.2017.; 15.05.2017.;1; 123,1763
 16.05.2017.; 16.05.2017.;1; 123,1820
 17.05.2017.; 17.05.2017.;1; 123,1787
 18.05.2017.; 18.05.2017.;1; 123,1456
 19.05.2017.; 19.05.2017.;1; 123,1040
 19.05.2017.; 20.05.2017.;1; 123,1040
 19.05.2017.; 21.05.2017.;1; 123,1040
 22.05.2017.; 22.05.2017.;1; 123,0374
 23.05.2017.; 23.05.2017.;1; 122,9734
 24.05.2017.; 24.05.2017.;1; 122,9711
 25.05.2017.; 25.05.2017.;1; 122,7971
 26.05.2017.; 26.05.2017.;1; 122,8208
 26.05.2017.; 27.05.2017.;1; 122,8208
 26.05.2017.; 28.05.2017.;1; 122,8208
 29.05.2017.; 29.05.2017.;1; 122,7691
 30.05.2017.; 30.05.2017.;1; 122,7429
 31.05.2017.; 31.05.2017.;1; 122,6617
 01.06.2017.; 01.06.2017.;1; 122,5722
 02.06.2017.; 02.06.2017.;1; 122,4410
 02.06.2017.; 03.06.2017.;1; 122,4410
 02.06.2017.; 04.06.2017.;1; 122,4410
 05.06.2017.; 05.06.2017.;1; 122,3165
 06.06.2017.; 06.06.2017.;1; 122,2320
 07.06.2017.; 07.06.2017.;1; 122,2839
 08.06.2017.; 08.06.2017.;1; 122,3585
 09.06.2017.; 09.06.2017.;1; 122,5619
 09.06.2017.; 10.06.2017.;1; 122,5619
 09.06.2017.; 11.06.2017.;1; 122,5619
 12.06.2017.; 12.06.2017.;1; 122,5381
 13.06.2017.; 13.06.2017.;1; 122,4352
 14.06.2017.; 14.06.2017.;1; 122,3902
 15.06.2017.; 15.06.2017.;1; 122,2594
 16.06.2017.; 16.06.2017.;1; 122,1687
 16.06.2017.; 17.06.2017.;1; 122,1687
 16.06.2017.; 18.06.2017.;1; 122,1687
 19.06.2017.; 19.06.2017.;1; 122,1076
