Datum_formiranja;Datum_Primene;Vazi_za;Srednji_kurs
 04.10.2010.; 04.10.2010.;1; 106,3384
 05.10.2010.; 05.10.2010.;1; 106,1159
 06.10.2010.; 06.10.2010.;1; 106,0889
 07.10.2010.; 07.10.2010.;1; 106,0294
 08.10.2010.; 08.10.2010.;1; 105,9064
 08.10.2010.; 09.10.2010.;1; 105,9064
 08.10.2010.; 10.10.2010.;1; 105,9064
 11.10.2010.; 11.10.2010.;1; 106,0073
 12.10.2010.; 12.10.2010.;1; 106,1915
 13.10.2010.; 13.10.2010.;1; 106,2970
 14.10.2010.; 14.10.2010.;1; 106,2526
 15.10.2010.; 15.10.2010.;1; 106,0255
 15.10.2010.; 16.10.2010.;1; 106,0255
 15.10.2010.; 17.10.2010.;1; 106,0255
 18.10.2010.; 18.10.2010.;1; 106,1271
 19.10.2010.; 19.10.2010.;1; 106,0298
 20.10.2010.; 20.10.2010.;1; 105,9939
 21.10.2010.; 21.10.2010.;1; 106,0685
 22.10.2010.; 22.10.2010.;1; 106,2426
 22.10.2010.; 23.10.2010.;1; 106,2426
 22.10.2010.; 24.10.2010.;1; 106,2426
 25.10.2010.; 25.10.2010.;1; 106,4109
 26.10.2010.; 26.10.2010.;1; 106,7205
 27.10.2010.; 27.10.2010.;1; 106,9856
 28.10.2010.; 28.10.2010.;1; 107,3385
 29.10.2010.; 29.10.2010.;1; 107,4270
 29.10.2010.; 30.10.2010.;1; 107,4270
 29.10.2010.; 31.10.2010.;1; 107,4270
 01.11.2010.; 01.11.2010.;1; 107,4581
 02.11.2010.; 02.11.2010.;1; 107,3096
 03.11.2010.; 03.11.2010.;1; 107,4748
 04.11.2010.; 04.11.2010.;1; 107,5216
 05.11.2010.; 05.11.2010.;1; 107,3228
 05.11.2010.; 06.11.2010.;1; 107,3228
 05.11.2010.; 07.11.2010.;1; 107,3228
 08.11.2010.; 08.11.2010.;1; 107,1884
 09.11.2010.; 09.11.2010.;1; 107,0368
 10.11.2010.; 10.11.2010.;1; 107,0036
 11.11.2010.; 11.11.2010.;1; 107,1211
 12.11.2010.; 12.11.2010.;1; 107,1064
 12.11.2010.; 13.11.2010.;1; 107,1064
 12.11.2010.; 14.11.2010.;1; 107,1064
 15.11.2010.; 15.11.2010.;1; 107,0107
 16.11.2010.; 16.11.2010.;1; 106,8415
 17.11.2010.; 17.11.2010.;1; 106,7416
 18.11.2010.; 18.11.2010.;1; 106,7231
 19.11.2010.; 19.11.2010.;1; 106,8124
 19.11.2010.; 20.11.2010.;1; 106,8124
 19.11.2010.; 21.11.2010.;1; 106,8124
 22.11.2010.; 22.11.2010.;1; 106,6436
 23.11.2010.; 23.11.2010.;1; 106,7734
 24.11.2010.; 24.11.2010.;1; 106,9929
 25.11.2010.; 25.11.2010.;1; 107,0464
 26.11.2010.; 26.11.2010.;1; 107,0657
 26.11.2010.; 27.11.2010.;1; 107,0657
 26.11.2010.; 28.11.2010.;1; 107,0657
 29.11.2010.; 29.11.2010.;1; 107,0812
 30.11.2010.; 30.11.2010.;1; 107,1945
 01.12.2010.; 01.12.2010.;1; 107,3818
 02.12.2010.; 02.12.2010.;1; 107,3598
 03.12.2010.; 03.12.2010.;1; 107,2469
 03.12.2010.; 04.12.2010.;1; 107,2469
 03.12.2010.; 05.12.2010.;1; 107,2469
 06.12.2010.; 06.12.2010.;1; 107,0580
 07.12.2010.; 07.12.2010.;1; 107,0997
 08.12.2010.; 08.12.2010.;1; 107,2710
 09.12.2010.; 09.12.2010.;1; 107,3772
 10.12.2010.; 10.12.2010.;1; 107,1581
 10.12.2010.; 11.12.2010.;1; 107,1581
 10.12.2010.; 12.12.2010.;1; 107,1581
 13.12.2010.; 13.12.2010.;1; 106,7040
 14.12.2010.; 14.12.2010.;1; 106,0942
 15.12.2010.; 15.12.2010.;1; 105,4837
 16.12.2010.; 16.12.2010.;1; 104,8251
 17.12.2010.; 17.12.2010.;1; 104,3355
 17.12.2010.; 18.12.2010.;1; 104,3355
 17.12.2010.; 19.12.2010.;1; 104,3355
 20.12.2010.; 20.12.2010.;1; 105,5916
 21.12.2010.; 21.12.2010.;1; 106,5390
 22.12.2010.; 22.12.2010.;1; 106,4365
 23.12.2010.; 23.12.2010.;1; 106,2957
 24.12.2010.; 24.12.2010.;1; 105,1342
 24.12.2010.; 25.12.2010.;1; 105,1342
 24.12.2010.; 26.12.2010.;1; 105,1342
 27.12.2010.; 27.12.2010.;1; 105,8786
 28.12.2010.; 28.12.2010.;1; 106,0787
 29.12.2010.; 29.12.2010.;1; 105,8839
 30.12.2010.; 30.12.2010.;1; 105,6415
 31.12.2010.; 31.12.2010.;1; 105,4982
 31.12.2010.; 01.01.2011.;1; 105,4982
 31.12.2010.; 02.01.2011.;1; 105,4982
 31.12.2010.; 03.01.2011.;1; 105,4982
 04.01.2011.; 04.01.2011.;1; 106,0156
 05.01.2011.; 05.01.2011.;1; 106,4850
 06.01.2011.; 06.01.2011.;1; 106,4947
 06.01.2011.; 07.01.2011.;1; 106,4947
 06.01.2011.; 08.01.2011.;1; 106,4947
 06.01.2011.; 09.01.2011.;1; 106,4947
 10.01.2011.; 10.01.2011.;1; 106,3839
 11.01.2011.; 11.01.2011.;1; 106,1811
 12.01.2011.; 12.01.2011.;1; 105,7047
 13.01.2011.; 13.01.2011.;1; 105,2982
 14.01.2011.; 14.01.2011.;1; 105,0661
 14.01.2011.; 15.01.2011.;1; 105,0661
 14.01.2011.; 16.01.2011.;1; 105,0661
 17.01.2011.; 17.01.2011.;1; 104,9101
 18.01.2011.; 18.01.2011.;1; 104,3460
 19.01.2011.; 19.01.2011.;1; 104,2150
 20.01.2011.; 20.01.2011.;1; 104,6480
 21.01.2011.; 21.01.2011.;1; 104,9476
 21.01.2011.; 22.01.2011.;1; 104,9476
 21.01.2011.; 23.01.2011.;1; 104,9476
 24.01.2011.; 24.01.2011.;1; 104,7584
 25.01.2011.; 25.01.2011.;1; 104,5575
 26.01.2011.; 26.01.2011.;1; 104,5769
 27.01.2011.; 27.01.2011.;1; 104,1572
 28.01.2011.; 28.01.2011.;1; 104,2145
 28.01.2011.; 29.01.2011.;1; 104,2145
 28.01.2011.; 30.01.2011.;1; 104,2145
 31.01.2011.; 31.01.2011.;1; 104,6051
 01.02.2011.; 01.02.2011.;1; 104,5419
 02.02.2011.; 02.02.2011.;1; 104,2735
 03.02.2011.; 03.02.2011.;1; 104,0648
 04.02.2011.; 04.02.2011.;1; 103,7503
 04.02.2011.; 05.02.2011.;1; 103,7503
 04.02.2011.; 06.02.2011.;1; 103,7503
 07.02.2011.; 07.02.2011.;1; 103,5287
 08.02.2011.; 08.02.2011.;1; 103,3915
 09.02.2011.; 09.02.2011.;1; 103,3529
 10.02.2011.; 10.02.2011.;1; 103,2810
 11.02.2011.; 11.02.2011.;1; 103,3079
 11.02.2011.; 12.02.2011.;1; 103,3079
 11.02.2011.; 13.02.2011.;1; 103,3079
 14.02.2011.; 14.02.2011.;1; 103,3208
 14.02.2011.; 15.02.2011.;1; 103,3208
 16.02.2011.; 16.02.2011.;1; 103,6504
 17.02.2011.; 17.02.2011.;1; 103,7871
 18.02.2011.; 18.02.2011.;1; 103,8091
 18.02.2011.; 19.02.2011.;1; 103,8091
 18.02.2011.; 20.02.2011.;1; 103,8091
 21.02.2011.; 21.02.2011.;1; 103,4978
 22.02.2011.; 22.02.2011.;1; 103,1717
 23.02.2011.; 23.02.2011.;1; 102,8100
 24.02.2011.; 24.02.2011.;1; 102,8052
 25.02.2011.; 25.02.2011.;1; 103,3865
 25.02.2011.; 26.02.2011.;1; 103,3865
 25.02.2011.; 27.02.2011.;1; 103,3865
 28.02.2011.; 28.02.2011.;1; 103,2237
 01.03.2011.; 01.03.2011.;1; 103,3488
 02.03.2011.; 02.03.2011.;1; 104,0736
 03.03.2011.; 03.03.2011.;1; 104,1031
 04.03.2011.; 04.03.2011.;1; 103,7799
 04.03.2011.; 05.03.2011.;1; 103,7799
 04.03.2011.; 06.03.2011.;1; 103,7799
 07.03.2011.; 07.03.2011.;1; 103,6039
 08.03.2011.; 08.03.2011.;1; 103,5024
 09.03.2011.; 09.03.2011.;1; 103,6565
 10.03.2011.; 10.03.2011.;1; 103,4144
 11.03.2011.; 11.03.2011.;1; 103,0975
 11.03.2011.; 12.03.2011.;1; 103,0975
 11.03.2011.; 13.03.2011.;1; 103,0975
 14.03.2011.; 14.03.2011.;1; 102,7092
 15.03.2011.; 15.03.2011.;1; 102,5674
 16.03.2011.; 16.03.2011.;1; 102,6483
 17.03.2011.; 17.03.2011.;1; 102,6159
 18.03.2011.; 18.03.2011.;1; 102,9249
 18.03.2011.; 19.03.2011.;1; 102,9249
 18.03.2011.; 20.03.2011.;1; 102,9249
 21.03.2011.; 21.03.2011.;1; 103,1795
 22.03.2011.; 22.03.2011.;1; 103,0265
 23.03.2011.; 23.03.2011.;1; 103,2327
 24.03.2011.; 24.03.2011.;1; 103,3634
 25.03.2011.; 25.03.2011.;1; 103,5697
 25.03.2011.; 26.03.2011.;1; 103,5697
 25.03.2011.; 27.03.2011.;1; 103,5697
 28.03.2011.; 28.03.2011.;1; 103,6262
 29.03.2011.; 29.03.2011.;1; 103,5820
 30.03.2011.; 30.03.2011.;1; 103,4894
 31.03.2011.; 31.03.2011.;1; 103,5951
 01.04.2011.; 01.04.2011.;1; 103,3320
 01.04.2011.; 02.04.2011.;1; 103,3320
 01.04.2011.; 03.04.2011.;1; 103,3320
 04.04.2011.; 04.04.2011.;1; 102,7597
 05.04.2011.; 05.04.2011.;1; 102,4816
 06.04.2011.; 06.04.2011.;1; 102,0894
 07.04.2011.; 07.04.2011.;1; 102,0973
 08.04.2011.; 08.04.2011.;1; 101,8985
 08.04.2011.; 09.04.2011.;1; 101,8985
 08.04.2011.; 10.04.2011.;1; 101,8985
 11.04.2011.; 11.04.2011.;1; 101,3559
 12.04.2011.; 12.04.2011.;1; 101,0883
 13.04.2011.; 13.04.2011.;1; 101,1903
 14.04.2011.; 14.04.2011.;1; 101,4036
 15.04.2011.; 15.04.2011.;1; 101,4470
 15.04.2011.; 16.04.2011.;1; 101,4470
 15.04.2011.; 17.04.2011.;1; 101,4470
 18.04.2011.; 18.04.2011.;1; 101,4846
 19.04.2011.; 19.04.2011.;1; 101,4037
 20.04.2011.; 20.04.2011.;1; 101,1680
 21.04.2011.; 21.04.2011.;1; 101,0543
 21.04.2011.; 22.04.2011.;1; 101,0543
 21.04.2011.; 23.04.2011.;1; 101,0543
 21.04.2011.; 24.04.2011.;1; 101,0543
 21.04.2011.; 25.04.2011.;1; 101,0543
 26.04.2011.; 26.04.2011.;1; 100,7428
 27.04.2011.; 27.04.2011.;1; 100,5675
 28.04.2011.; 28.04.2011.;1; 100,1570
 29.04.2011.; 29.04.2011.;1; 99,6292
 29.04.2011.; 30.04.2011.;1; 99,6292
 29.04.2011.; 01.05.2011.;1; 99,6292
 29.04.2011.; 02.05.2011.;1; 99,6292
 29.04.2011.; 03.05.2011.;1; 99,6292
 04.05.2011.; 04.05.2011.;1; 99,1755
 05.05.2011.; 05.05.2011.;1; 99,1051
 06.05.2011.; 06.05.2011.;1; 99,2973
 06.05.2011.; 07.05.2011.;1; 99,2973
 06.05.2011.; 08.05.2011.;1; 99,2973
 09.05.2011.; 09.05.2011.;1; 99,5659
 10.05.2011.; 10.05.2011.;1; 99,6208
 11.05.2011.; 11.05.2011.;1; 99,1219
 12.05.2011.; 12.05.2011.;1; 99,1636
 13.05.2011.; 13.05.2011.;1; 99,4389
 13.05.2011.; 14.05.2011.;1; 99,4389
 13.05.2011.; 15.05.2011.;1; 99,4389
 16.05.2011.; 16.05.2011.;1; 99,6261
 17.05.2011.; 17.05.2011.;1; 98,9874
 18.05.2011.; 18.05.2011.;1; 98,2728
 19.05.2011.; 19.05.2011.;1; 97,6095
 20.05.2011.; 20.05.2011.;1; 97,0671
 20.05.2011.; 21.05.2011.;1; 97,0671
 20.05.2011.; 22.05.2011.;1; 97,0671
 23.05.2011.; 23.05.2011.;1; 96,7007
 24.05.2011.; 24.05.2011.;1; 96,9037
 25.05.2011.; 25.05.2011.;1; 96,8627
 26.05.2011.; 26.05.2011.;1; 97,3302
 27.05.2011.; 27.05.2011.;1; 96,9270
 27.05.2011.; 28.05.2011.;1; 96,9270
 27.05.2011.; 29.05.2011.;1; 96,9270
 30.05.2011.; 30.05.2011.;1; 96,9908
 31.05.2011.; 31.05.2011.;1; 96,9802
 01.06.2011.; 01.06.2011.;1; 96,7744
 02.06.2011.; 02.06.2011.;1; 97,1085
 03.06.2011.; 03.06.2011.;1; 97,5407
 03.06.2011.; 04.06.2011.;1; 97,5407
 03.06.2011.; 05.06.2011.;1; 97,5407
 06.06.2011.; 06.06.2011.;1; 98,0782
 07.06.2011.; 07.06.2011.;1; 98,7951
 08.06.2011.; 08.06.2011.;1; 99,5803
 09.06.2011.; 09.06.2011.;1; 98,9046
 10.06.2011.; 10.06.2011.;1; 98,2318
 10.06.2011.; 11.06.2011.;1; 98,2318
 10.06.2011.; 12.06.2011.;1; 98,2318
 13.06.2011.; 13.06.2011.;1; 97,9763
 14.06.2011.; 14.06.2011.;1; 99,9156
 15.06.2011.; 15.06.2011.;1; 100,6602
 16.06.2011.; 16.06.2011.;1; 100,9685
 17.06.2011.; 17.06.2011.;1; 101,1327
 17.06.2011.; 18.06.2011.;1; 101,1327
 17.06.2011.; 19.06.2011.;1; 101,1327
 20.06.2011.; 20.06.2011.;1; 101,1610
 21.06.2011.; 21.06.2011.;1; 100,4443
 22.06.2011.; 22.06.2011.;1; 99,9765
 23.06.2011.; 23.06.2011.;1; 100,4845
 24.06.2011.; 24.06.2011.;1; 100,7443
 24.06.2011.; 25.06.2011.;1; 100,7443
 24.06.2011.; 26.06.2011.;1; 100,7443
 27.06.2011.; 27.06.2011.;1; 101,0401
 28.06.2011.; 28.06.2011.;1; 101,5147
 29.06.2011.; 29.06.2011.;1; 102,0173
 30.06.2011.; 30.06.2011.;1; 102,4631
 01.07.2011.; 01.07.2011.;1; 100,7305
 01.07.2011.; 02.07.2011.;1; 100,7305
 01.07.2011.; 03.07.2011.;1; 100,7305
 04.07.2011.; 04.07.2011.;1; 100,5402
 05.07.2011.; 05.07.2011.;1; 100,3192
 06.07.2011.; 06.07.2011.;1; 100,9954
 07.07.2011.; 07.07.2011.;1; 100,8199
 08.07.2011.; 08.07.2011.;1; 101,2978
 08.07.2011.; 09.07.2011.;1; 101,2978
 08.07.2011.; 10.07.2011.;1; 101,2978
 11.07.2011.; 11.07.2011.;1; 101,2878
 12.07.2011.; 12.07.2011.;1; 100,8375
 13.07.2011.; 13.07.2011.;1; 101,8432
 14.07.2011.; 14.07.2011.;1; 103,3949
 15.07.2011.; 15.07.2011.;1; 102,9571
 15.07.2011.; 16.07.2011.;1; 102,9571
 15.07.2011.; 17.07.2011.;1; 102,9571
 18.07.2011.; 18.07.2011.;1; 102,2032
 19.07.2011.; 19.07.2011.;1; 103,3839
 20.07.2011.; 20.07.2011.;1; 104,1182
 21.07.2011.; 21.07.2011.;1; 104,6841
 22.07.2011.; 22.07.2011.;1; 104,7648
 22.07.2011.; 23.07.2011.;1; 104,7648
 22.07.2011.; 24.07.2011.;1; 104,7648
 25.07.2011.; 25.07.2011.;1; 104,2182
 26.07.2011.; 26.07.2011.;1; 103,9376
 27.07.2011.; 27.07.2011.;1; 103,4575
 28.07.2011.; 28.07.2011.;1; 102,1779
 29.07.2011.; 29.07.2011.;1; 102,1251
 29.07.2011.; 30.07.2011.;1; 102,1251
 29.07.2011.; 31.07.2011.;1; 102,1251
 01.08.2011.; 01.08.2011.;1; 102,6320
 02.08.2011.; 02.08.2011.;1; 102,1501
 03.08.2011.; 03.08.2011.;1; 101,7406
 04.08.2011.; 04.08.2011.;1; 102,0689
 05.08.2011.; 05.08.2011.;1; 102,4217
 05.08.2011.; 06.08.2011.;1; 102,4217
 05.08.2011.; 07.08.2011.;1; 102,4217
 08.08.2011.; 08.08.2011.;1; 101,9242
 09.08.2011.; 09.08.2011.;1; 103,2763
 10.08.2011.; 10.08.2011.;1; 104,1851
 11.08.2011.; 11.08.2011.;1; 102,9732
 12.08.2011.; 12.08.2011.;1; 102,0783
 12.08.2011.; 13.08.2011.;1; 102,0783
 12.08.2011.; 14.08.2011.;1; 102,0783
 15.08.2011.; 15.08.2011.;1; 101,8009
 16.08.2011.; 16.08.2011.;1; 102,0828
 17.08.2011.; 17.08.2011.;1; 102,2573
 18.08.2011.; 18.08.2011.;1; 102,6515
 19.08.2011.; 19.08.2011.;1; 102,3261
 19.08.2011.; 20.08.2011.;1; 102,3261
 19.08.2011.; 21.08.2011.;1; 102,3261
 22.08.2011.; 22.08.2011.;1; 102,4639
 23.08.2011.; 23.08.2011.;1; 101,5341
 24.08.2011.; 24.08.2011.;1; 102,0136
 25.08.2011.; 25.08.2011.;1; 102,2249
 26.08.2011.; 26.08.2011.;1; 102,0081
 26.08.2011.; 27.08.2011.;1; 102,0081
 26.08.2011.; 28.08.2011.;1; 102,0081
 29.08.2011.; 29.08.2011.;1; 101,7621
 30.08.2011.; 30.08.2011.;1; 101,6936
 31.08.2011.; 31.08.2011.;1; 101,5836
 01.09.2011.; 01.09.2011.;1; 100,8696
 02.09.2011.; 02.09.2011.;1; 100,5515
 02.09.2011.; 03.09.2011.;1; 100,5515
 02.09.2011.; 04.09.2011.;1; 100,5515
 05.09.2011.; 05.09.2011.;1; 100,7688
 06.09.2011.; 06.09.2011.;1; 101,7576
 07.09.2011.; 07.09.2011.;1; 101,5829
 08.09.2011.; 08.09.2011.;1; 101,2240
 09.09.2011.; 09.09.2011.;1; 101,2861
 09.09.2011.; 10.09.2011.;1; 101,2861
 09.09.2011.; 11.09.2011.;1; 101,2861
 12.09.2011.; 12.09.2011.;1; 101,2829
 13.09.2011.; 13.09.2011.;1; 100,6055
 14.09.2011.; 14.09.2011.;1; 100,7900
 15.09.2011.; 15.09.2011.;1; 100,8027
 16.09.2011.; 16.09.2011.;1; 100,7651
 16.09.2011.; 17.09.2011.;1; 100,7651
 16.09.2011.; 18.09.2011.;1; 100,7651
 19.09.2011.; 19.09.2011.;1; 100,5443
 20.09.2011.; 20.09.2011.;1; 100,9464
 21.09.2011.; 21.09.2011.;1; 101,4587
 22.09.2011.; 22.09.2011.;1; 101,4146
 23.09.2011.; 23.09.2011.;1; 101,6853
 23.09.2011.; 24.09.2011.;1; 101,6853
 23.09.2011.; 25.09.2011.;1; 101,6853
 26.09.2011.; 26.09.2011.;1; 102,0807
 27.09.2011.; 27.09.2011.;1; 101,9064
 28.09.2011.; 28.09.2011.;1; 101,7710
 29.09.2011.; 29.09.2011.;1; 101,3799
 30.09.2011.; 30.09.2011.;1; 101,1732
 30.09.2011.; 01.10.2011.;1; 101,1732
 30.09.2011.; 02.10.2011.;1; 101,1732
 03.10.2011.; 03.10.2011.;1; 101,3487
 04.10.2011.; 04.10.2011.;1; 101,6942
 05.10.2011.; 05.10.2011.;1; 101,7978
 06.10.2011.; 06.10.2011.;1; 101,6549
 07.10.2011.; 07.10.2011.;1; 101,7559
 07.10.2011.; 08.10.2011.;1; 101,7559
 07.10.2011.; 09.10.2011.;1; 101,7559
 10.10.2011.; 10.10.2011.;1; 101,5434
 11.10.2011.; 11.10.2011.;1; 101,3007
 12.10.2011.; 12.10.2011.;1; 101,2273
 13.10.2011.; 13.10.2011.;1; 100,5198
 14.10.2011.; 14.10.2011.;1; 100,1345
 14.10.2011.; 15.10.2011.;1; 100,1345
 14.10.2011.; 16.10.2011.;1; 100,1345
 17.10.2011.; 17.10.2011.;1; 100,0115
 18.10.2011.; 18.10.2011.;1; 100,0599
 19.10.2011.; 19.10.2011.;1; 99,9222
 20.10.2011.; 20.10.2011.;1; 99,8179
 21.10.2011.; 21.10.2011.;1; 99,5437
 21.10.2011.; 22.10.2011.;1; 99,5437
 21.10.2011.; 23.10.2011.;1; 99,5437
 24.10.2011.; 24.10.2011.;1; 99,7378
 25.10.2011.; 25.10.2011.;1; 99,8206
 26.10.2011.; 26.10.2011.;1; 99,9129
 27.10.2011.; 27.10.2011.;1; 100,0016
 28.10.2011.; 28.10.2011.;1; 100,2697
 28.10.2011.; 29.10.2011.;1; 100,2697
 28.10.2011.; 30.10.2011.;1; 100,2697
 31.10.2011.; 31.10.2011.;1; 100,4852
 01.11.2011.; 01.11.2011.;1; 100,9119
 02.11.2011.; 02.11.2011.;1; 101,0088
 03.11.2011.; 03.11.2011.;1; 101,2132
 04.11.2011.; 04.11.2011.;1; 101,9199
 04.11.2011.; 05.11.2011.;1; 101,9199
 04.11.2011.; 06.11.2011.;1; 101,9199
 07.11.2011.; 07.11.2011.;1; 102,3095
 08.11.2011.; 08.11.2011.;1; 102,1965
 09.11.2011.; 09.11.2011.;1; 102,4087
 10.11.2011.; 10.11.2011.;1; 102,3388
 11.11.2011.; 11.11.2011.;1; 102,0296
 11.11.2011.; 12.11.2011.;1; 102,0296
 11.11.2011.; 13.11.2011.;1; 102,0296
 14.11.2011.; 14.11.2011.;1; 102,1201
 15.11.2011.; 15.11.2011.;1; 102,5234
 16.11.2011.; 16.11.2011.;1; 102,8707
 17.11.2011.; 17.11.2011.;1; 102,8741
 18.11.2011.; 18.11.2011.;1; 103,0601
 18.11.2011.; 19.11.2011.;1; 103,0601
 18.11.2011.; 20.11.2011.;1; 103,0601
 21.11.2011.; 21.11.2011.;1; 103,4077
 22.11.2011.; 22.11.2011.;1; 103,7703
 23.11.2011.; 23.11.2011.;1; 103,7422
 24.11.2011.; 24.11.2011.;1; 103,5320
 25.11.2011.; 25.11.2011.;1; 103,3755
 25.11.2011.; 26.11.2011.;1; 103,3755
 25.11.2011.; 27.11.2011.;1; 103,3755
 28.11.2011.; 28.11.2011.;1; 103,4485
 29.11.2011.; 29.11.2011.;1; 103,8369
 30.11.2011.; 30.11.2011.;1; 103,9741
 01.12.2011.; 01.12.2011.;1; 103,9893
 02.12.2011.; 02.12.2011.;1; 103,8827
 02.12.2011.; 03.12.2011.;1; 103,8827
 02.12.2011.; 04.12.2011.;1; 103,8827
 05.12.2011.; 05.12.2011.;1; 103,4471
 06.12.2011.; 06.12.2011.;1; 103,2137
 07.12.2011.; 07.12.2011.;1; 102,9391
 08.12.2011.; 08.12.2011.;1; 102,9975
 09.12.2011.; 09.12.2011.;1; 103,3336
 09.12.2011.; 10.12.2011.;1; 103,3336
 09.12.2011.; 11.12.2011.;1; 103,3336
 12.12.2011.; 12.12.2011.;1; 103,0788
 13.12.2011.; 13.12.2011.;1; 102,6648
 14.12.2011.; 14.12.2011.;1; 102,2746
 15.12.2011.; 15.12.2011.;1; 101,0572
 16.12.2011.; 16.12.2011.;1; 101,1796
 16.12.2011.; 17.12.2011.;1; 101,1796
 16.12.2011.; 18.12.2011.;1; 101,1796
 19.12.2011.; 19.12.2011.;1; 101,7528
 20.12.2011.; 20.12.2011.;1; 102,4109
 21.12.2011.; 21.12.2011.;1; 103,0317
 22.12.2011.; 22.12.2011.;1; 103,3122
 23.12.2011.; 23.12.2011.;1; 103,0624
 23.12.2011.; 24.12.2011.;1; 103,0624
 23.12.2011.; 25.12.2011.;1; 103,0624
 26.12.2011.; 26.12.2011.;1; 103,2720
 27.12.2011.; 27.12.2011.;1; 102,4684
 28.12.2011.; 28.12.2011.;1; 102,6549
 29.12.2011.; 29.12.2011.;1; 103,8662
 30.12.2011.; 30.12.2011.;1; 104,6409
 30.12.2011.; 31.12.2011.;1; 104,6409
 30.12.2011.; 01.01.2012.;1; 104,6409
 30.12.2011.; 02.01.2012.;1; 104,6409
 30.12.2011.; 03.01.2012.;1; 104,6409
 04.01.2012.; 04.01.2012.;1; 105,7880
 05.01.2012.; 05.01.2012.;1; 105,8694
 06.01.2012.; 06.01.2012.;1; 105,2556
 06.01.2012.; 07.01.2012.;1; 105,2556
 06.01.2012.; 08.01.2012.;1; 105,2556
 09.01.2012.; 09.01.2012.;1; 104,8491
 10.01.2012.; 10.01.2012.;1; 104,0871
 11.01.2012.; 11.01.2012.;1; 103,6922
 12.01.2012.; 12.01.2012.;1; 103,9710
 13.01.2012.; 13.01.2012.;1; 104,3584
 13.01.2012.; 14.01.2012.;1; 104,3584
 13.01.2012.; 15.01.2012.;1; 104,3584
 16.01.2012.; 16.01.2012.;1; 104,6635
 17.01.2012.; 17.01.2012.;1; 104,7065
 18.01.2012.; 18.01.2012.;1; 104,7246
 19.01.2012.; 19.01.2012.;1; 104,8006
 20.01.2012.; 20.01.2012.;1; 105,3140
 20.01.2012.; 21.01.2012.;1; 105,3140
 20.01.2012.; 22.01.2012.;1; 105,3140
 23.01.2012.; 23.01.2012.;1; 105,1582
 24.01.2012.; 24.01.2012.;1; 105,0827
 25.01.2012.; 25.01.2012.;1; 105,1626
 26.01.2012.; 26.01.2012.;1; 105,2695
 27.01.2012.; 27.01.2012.;1; 105,7674
 27.01.2012.; 28.01.2012.;1; 105,7674
 27.01.2012.; 29.01.2012.;1; 105,7674
 30.01.2012.; 30.01.2012.;1; 106,1874
 31.01.2012.; 31.01.2012.;1; 106,0620
 01.02.2012.; 01.02.2012.;1; 105,7162
 02.02.2012.; 02.02.2012.;1; 105,2939
 03.02.2012.; 03.02.2012.;1; 105,5188
 03.02.2012.; 04.02.2012.;1; 105,5188
 03.02.2012.; 05.02.2012.;1; 105,5188
 06.02.2012.; 06.02.2012.;1; 105,9984
 07.02.2012.; 07.02.2012.;1; 106,5622
 08.02.2012.; 08.02.2012.;1; 107,3461
 09.02.2012.; 09.02.2012.;1; 108,4031
 10.02.2012.; 10.02.2012.;1; 109,1794
 10.02.2012.; 11.02.2012.;1; 109,1794
 10.02.2012.; 12.02.2012.;1; 109,1794
 13.02.2012.; 13.02.2012.;1; 108,2612
 14.02.2012.; 14.02.2012.;1; 108,5946
 14.02.2012.; 15.02.2012.;1; 108,5946
 14.02.2012.; 16.02.2012.;1; 108,5946
 17.02.2012.; 17.02.2012.;1; 108,3777
 17.02.2012.; 18.02.2012.;1; 108,3777
 17.02.2012.; 19.02.2012.;1; 108,3777
 20.02.2012.; 20.02.2012.;1; 108,4522
 21.02.2012.; 21.02.2012.;1; 108,4362
 22.02.2012.; 22.02.2012.;1; 108,6150
 23.02.2012.; 23.02.2012.;1; 109,1413
 24.02.2012.; 24.02.2012.;1; 109,3392
 24.02.2012.; 25.02.2012.;1; 109,3392
 24.02.2012.; 26.02.2012.;1; 109,3392
 27.02.2012.; 27.02.2012.;1; 110,1939
 28.02.2012.; 28.02.2012.;1; 110,3562
 29.02.2012.; 29.02.2012.;1; 110,1866
 01.03.2012.; 01.03.2012.;1; 110,5837
 02.03.2012.; 02.03.2012.;1; 110,8235
 02.03.2012.; 03.03.2012.;1; 110,8235
 02.03.2012.; 04.03.2012.;1; 110,8235
 05.03.2012.; 05.03.2012.;1; 110,6989
 06.03.2012.; 06.03.2012.;1; 110,4971
 07.03.2012.; 07.03.2012.;1; 110,5937
 08.03.2012.; 08.03.2012.;1; 110,7622
 09.03.2012.; 09.03.2012.;1; 110,6685
 09.03.2012.; 10.03.2012.;1; 110,6685
 09.03.2012.; 11.03.2012.;1; 110,6685
 12.03.2012.; 12.03.2012.;1; 110,7378
 13.03.2012.; 13.03.2012.;1; 110,9192
 14.03.2012.; 14.03.2012.;1; 111,0286
 15.03.2012.; 15.03.2012.;1; 110,9698
 16.03.2012.; 16.03.2012.;1; 110,9035
 16.03.2012.; 17.03.2012.;1; 110,9035
 16.03.2012.; 18.03.2012.;1; 110,9035
 19.03.2012.; 19.03.2012.;1; 110,7924
 20.03.2012.; 20.03.2012.;1; 110,7191
 21.03.2012.; 21.03.2012.;1; 110,8498
 22.03.2012.; 22.03.2012.;1; 111,0888
 23.03.2012.; 23.03.2012.;1; 111,0697
